Código do Ativo,Sigla do Ativo,CEG do empreendimento,Cód. Parcela de Usina,Parcela de Usina,Tipo de Despacho,Participante do Rateio de Perdas,Fonte de Energia Primária,Combustível*,Submercado,UF,Caracterísitica da Parcela,Participante do MRE,Participante do Regime de Cotas,% de Desconto da Usina,Capacidade da Usina(i) - MW (CAP_T),Garantia Física (ii) MW Médio (GF),"Fator de Operação Comercial (iii) (F_COMERCIALp,j)","Fator de Abatimento de Perdas Internas Instantâneas (F_PDI p,j)",Cód. Perfil,Sigla,Nome Empresarial,Data de Início de Operação Comercial na CCEE,Mês,"Geração no Centro de Gravidade - 
MW médios 
(Gp,j)","Geração em Teste no Centro de Gravidade - MW médios 
(GFT p,j)","Garantia Física no Centro de Gravidade Apurada para Fins de Lastro - MW médios (GFISp,j)","Geração por Segurança Energética (1) 
 MW médios
(G_SE p,j)","Geração por  Restrição de Operação Constrained-On (1)   MW médios 
(G_CONST_ON p,j)","Geração para Manutenção de Reserva Operativa 
MW médios
(G_RESPOP p,j)  ","Geração por Unit Commitment
(G_UNIT p,j)  "
201,FURNAS,UHE.PH.MG.001007-3.01,201,FURNAS COTAS,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Sim,,972.8,500,1,0.984024578609198,11929,FURNAS FURNAS,FURNAS - CENTRAIS ELETRICAS S.A.,2000-08-01 00:00:00,2023-01-01 00:00:00,395.2162783387097,0,479.6540631196237,0,0,,
201,FURNAS,UHE.PH.MG.001007-3.01,956294,FURNAS FURNAS,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Não,,243.2,125,1,0.983255552066048,56,FURNAS,FURNAS - CENTRAIS ELETRICAS S.A.,2023-01-01 00:00:00,2023-01-01 00:00:00,98.08068691935483,0,89.78377371505375,0,0,,
202,PEIXOTO,UHE.PH.MG.002038-9.01,202,PEIXOTO,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Não,,476,299.8,1,0.989624945366026,56,FURNAS,FURNAS - CENTRAIS ELETRICAS S.A.,2000-08-01 00:00:00,2023-01-01 00:00:00,255.59932317876343,0,213.90168604301073,0,0,,
203,ESTREITO (FURNAS),UHE.PH.SP.000917-2.01,203,ESTREITO(FURNAS)COTA,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,SP,Operação Normal,Sim,Sim,,840,397.76,1,0.992389017424859,11927,FURNAS ESTREITO,FURNAS - CENTRAIS ELETRICAS S.A.,2000-08-01 00:00:00,2023-01-01 00:00:00,388.72388959139784,0,381.68928295833337,0,0,,
203,ESTREITO (FURNAS),UHE.PH.SP.000917-2.01,956759,CARLOS BARRETO LIVRE,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,SP,Operação Normal,Sim,Não,,210,99.44,1,0.992389017330859,56,FURNAS,FURNAS - CENTRAIS ELETRICAS S.A.,2023-01-01 00:00:00,2023-01-01 00:00:00,97.18097238575268,0,71.45356814381721,0,0,,
204,PORTO COLOMBIA,UHE.PH.MG.002117-2.01,204,PORTO COLOMBIA COTA,I - Programada e Despachada,Não,Hidráulica,Potencial hidráulico,SUDESTE,SP,Operação Normal,Sim,Sim,,256,164.32,1,0.993508159827339,11931,FURNAS PORTO COLOMBIA,FURNAS - CENTRAIS ELETRICAS S.A.,2000-08-01 00:00:00,2023-01-01 00:00:00,133.079923547043,0,163.666518,0,0,,
204,PORTO COLOMBIA,UHE.PH.MG.002117-2.01,956293,PORTO COLÔMBIA,I - Programada e Despachada,Não,Hidráulica,Potencial hidráulico,SUDESTE,SP,Operação Normal,Sim,Não,,64,41.08,1,0.993508159702079,56,FURNAS,FURNAS - CENTRAIS ELETRICAS S.A.,2023-01-01 00:00:00,2023-01-01 00:00:00,33.26998087231183,0,30.339508,0,0,,
205,MARIMBONDO,UHE.PH.MG.001417-6.01,205,MARIMBONDO COTA,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Sim,,1152,550.96,1,0.988995734125149,11930,FURNAS MARIMBONDO,FURNAS - CENTRAIS ELETRICAS S.A.,2000-08-01 00:00:00,2023-01-01 00:00:00,557.0801463360215,0,529.6682432580645,0,0,,
205,MARIMBONDO,UHE.PH.MG.001417-6.01,956314,MARIMBONDO FURNAS,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Não,,288,137.74,1,0.988995734251816,56,FURNAS,FURNAS - CENTRAIS ELETRICAS S.A.,2023-01-01 00:00:00,2023-01-01 00:00:00,139.2700365954301,0,98.96941846774193,0,0,,
206,ITUMBIARA (FURNAS),UHE.PH.MG.001194-0.01,206,ITUMBIARA (FURNAS),I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Não,,2082,948.9,1,0.953771343710431,56,FURNAS,FURNAS - CENTRAIS ELETRICAS S.A.,2000-08-01 00:00:00,2023-01-01 00:00:00,8.035242958333333,0,679.2917689569892,0,0,,
207,FUNIL (FURNAS),UHE.PH.RJ.027118-7.01,207,FUNIL (FURNAS) COTA,I - Programada e Despachada,Não,Hidráulica,Potencial hidráulico,SUDESTE,RJ,Operação Normal,Sim,Sim,,172.8,81.92,1,0.995444920739569,11928,FURNAS FUNIL,FURNAS - CENTRAIS ELETRICAS S.A.,2000-08-01 00:00:00,2023-01-01 00:00:00,98.53632163172043,0,81.327084,0,0,,
207,FUNIL (FURNAS),UHE.PH.RJ.027118-7.01,956295,FUNIL FURNAS,I - Programada e Despachada,Não,Hidráulica,Potencial hidráulico,SUDESTE,RJ,Operação Normal,Sim,Não,,43.2,20.48,1,0.995444920867511,56,FURNAS,FURNAS - CENTRAIS ELETRICAS S.A.,2023-01-01 00:00:00,2023-01-01 00:00:00,24.63408040456989,0,15.163476,0,0,,
208,SERRA DA MESA,UHE.PH.GO.002731-6.01,208,SERRA DA MESA,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,GO,Operação Normal,Sim,Não,,1275,605.7,1,0.990037732267664,56,FURNAS,FURNAS - CENTRAIS ELETRICAS S.A.,2000-08-01 00:00:00,2023-01-01 00:00:00,109.18874420967742,0,432.73771991263436,0,0,,
209,CORUMBA I - FURNAS,UHE.PH.GO.000866-4.01,209,CORUMBA I - COTA,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,GO,Operação Normal,Sim,Sim,,300,175.6,1,0.99166554199938,11926,FURNAS CORUMBA I,FURNAS - CENTRAIS ELETRICAS S.A.,2000-08-01 00:00:00,2023-01-01 00:00:00,116.37684732258064,0,168.8376995860215,0,0,,
209,CORUMBA I - FURNAS,UHE.PH.GO.000866-4.01,956296,CORUMBÁ I - FURNAS,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,GO,Operação Normal,Sim,Não,,75,43.9,1,0.991665542048437,56,FURNAS,FURNAS - CENTRAIS ELETRICAS S.A.,2023-01-01 00:00:00,2023-01-01 00:00:00,29.094211854838708,0,31.56160075268817,0,0,,
210,SANTA CRUZ (FURNAS),UTE.GN.RJ.027243-4.01,210,SANTA CRUZ-FURNAS,IA - Programada e Despachada com CVU,Não,Térmica bi-Combustível - gás/óleo,Gás Natural,SUDESTE,RJ,Operação Normal,Não,Não,,436,286,0,0.9945,56,FURNAS,FURNAS - CENTRAIS ELETRICAS S.A.,2000-08-01 03:00:00,2023-01-01 00:00:00,0,0,0,0,0,,
210,SANTA CRUZ (FURNAS),UTE.GN.RJ.027243-4.01,80210,SANTA CRUZ FRN EXP.,IA - Programada e Despachada com CVU,Não,Térmica bi-Combustível - gás/óleo,Gás Natural,SUDESTE,RJ,Exportação,Não,Não,,608,,0,1,56,FURNAS,FURNAS - CENTRAIS ELETRICAS S.A.,2008-05-01 03:00:00,2023-01-01 00:00:00,0,0,0,0,0,,
211,CAMPOS,UTE.GN.RJ.027935-8.01,211,CAMPOS,IA - Programada e Despachada com CVU,Não,Térmica a Óleo,Gás Natural,SUDESTE,RJ,Operação Normal,Não,Não,,25,20.9,0,0.9948,56,FURNAS,FURNAS - CENTRAIS ELETRICAS S.A.,2000-08-01 03:00:00,2023-01-01 00:00:00,0,0,0,0,0,,
212,PA 1+2+3+4+AP. SALES,"UHE.PH.AL.001510-5.01, UHE.PH.BA.002012-5.01, UHE.PH.BA.027048-2.01, UHE.PH.BA.027049-0.01, UHE.PH.BA.027050-4.01",212,PA 1+2+3+4+AP. SALES,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,NORDESTE,BA,Operação Normal,Sim,Sim,,3348.056,1297.723,1,0.993749434910604,11918,CHESF COMPLEXO PAULO AFONSO,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,2000-08-01 00:00:00,2023-01-01 00:00:00,1284.9754930725805,0,1249.1192677903227,0,0,,
212,PA 1+2+3+4+AP. SALES,"UHE.PH.AL.001510-5.01, UHE.PH.BA.002012-5.01, UHE.PH.BA.027048-2.01, UHE.PH.BA.027049-0.01, UHE.PH.BA.027050-4.01",889272,PA IaIV+A.S. (Chesf),I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,NORDESTE,BA,Operação Normal,Sim,Não,,931.544,361.077,1,0.993749435025665,26,CHESF,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,2013-01-01 00:00:00,2023-01-01 00:00:00,357.5300517231183,0,347.5535517446237,0,0,,
214,SANTA LUZIA (CEMIG),CGH.PH.MG.027421-6.01,214,SANTA LUZIA (CEMIG),III - Não Programada e Não Despachada,Não,Hidráulica CGH,Potencial hidráulico,SUDESTE,MG,Operação Normal,Não,Não,50%,0.704,,1,1,2497,CEMIG GERA I5,CEMIG GERACAO E TRANSMISSAO S.A,2001-07-01 03:00:00,2023-01-01 00:00:00,0.3866923413978494,0,0.3866923413978494,0,0,,
216,PICARRAO,CGH.PH.MG.002055-9.01,216,PICARRAO,III - Não Programada e Não Despachada,Não,Hidráulica CGH,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Não,50%,0.8,0.55,1,1,2497,CEMIG GERA I5,CEMIG GERACAO E TRANSMISSAO S.A,2001-07-01 03:00:00,2023-01-01 00:00:00,0.37142779435483875,0,0.790628,0,0,,
217,ITAPARICA,UHE.PH.PE.001174-6.01,217,ITAPARICA,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,NORDESTE,PE,Operação Normal,Sim,Sim,,1157.538,568.751,1,0.993230084089684,11914,CHESF LUIZ GONZAGA,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,2000-08-01 03:00:00,2023-01-01 00:00:00,549.8248384690861,0,548.062227719086,0,0,,
217,ITAPARICA,UHE.PH.PE.001174-6.01,889276,Itaparica (Livre),I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,NORDESTE,PE,Operação Normal,Sim,Não,,322.062,158.249,1,0.99323008410052,26,CHESF,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,2013-01-01 00:00:00,2023-01-01 00:00:00,152.98261557526882,0,152.4925660860215,0,0,,
218,XINGO,UHE.PH.SE.027053-9.01,218,XINGO,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,NORDESTE,SE,Operação Normal,Sim,Sim,,2473.716,1353.268,1,0.994299641077531,11920,CHESF XINGO,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,2000-08-01 00:00:00,2023-01-01 00:00:00,1394.6612735524193,0,1304.3729070416666,0,0,,
218,XINGO,UHE.PH.SE.027053-9.01,889277,Xingo (ACL),I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,NORDESTE,SE,Operação Normal,Sim,Não,,688.284,376.532,1,0.994299641079043,26,CHESF,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,2013-01-01 00:00:00,2023-01-01 00:00:00,388.0492197728495,0,362.9274758817204,0,0,,
219,SOBRADINHO,UHE.PH.BA.002755-3.01,219,SOBRADINHO,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,NORDESTE,BA,Operação Normal,Sim,Não,,1050.3,457.5,1,0.995853827468508,26,CHESF,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,2000-08-01 03:00:00,2023-01-01 00:00:00,434.04664464112903,0,439.371113686828,0,0,,
220,BOA ESPERANCA,UHE.PH.PI.000267-4.01,220,BOA ESPERANCA,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,NORDESTE,PI,Operação Normal,Sim,Sim,,185.645,106.552,1,0.995507977849837,11912,CHESF BOA ESPERANCA,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,2000-08-01 00:00:00,2023-01-01 00:00:00,135.98773073790323,0,103.23552168413978,0,0,,
220,BOA ESPERANCA,UHE.PH.PI.000267-4.01,889274,Boa Esperança (ACL),I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,NORDESTE,PI,Operação Normal,Sim,Não,,51.655,29.648,1,0.99550797733584,26,CHESF,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,2013-01-01 00:00:00,2023-01-01 00:00:00,37.837982099462366,0,28.725053620967742,0,0,,
222,PEDRA,UHE.PH.BA.027052-0.01,222,PEDRA,III - Não Programada e Não Despachada,Não,Hidráulica,Potencial hidráulico,NORDESTE,BA,Operação Normal,Sim,Sim,,15.645,1.361,1,1,11919,CHESF PEDRA,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,2000-08-01 03:00:00,2023-01-01 00:00:00,15.558273200268818,0,1.361,0,0,,
222,PEDRA,UHE.PH.BA.027052-0.01,889273,PEDRA (ACL),III - Não Programada e Não Despachada,Não,Hidráulica,Potencial hidráulico,NORDESTE,BA,Operação Normal,Sim,Não,,4.355,0.379,1,1,26,CHESF,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,2013-01-01 00:00:00,2023-01-01 00:00:00,4.330960412634409,0,0.379,0,0,,
224,ILHA SOLTEIRA,UHE.PH.SP.001120-7.01,224,ILHA SOLTEIRA,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,SP,Operação Normal,Sim,Sim,,2410.8,1151.5,1,0.995459668033341,61452,REPESA ILHA SOLTEIRA,RIO PARANA ENERGIA S.A.,2000-08-01 00:00:00,2023-01-01 00:00:00,1004.2364561639785,0,1111.1513737432795,0,0,,
224,ILHA SOLTEIRA,UHE.PH.SP.001120-7.01,896145,ILHA SOLTEIRA ACL,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,SP,Operação Normal,Sim,Não,,1033.2,493.5,1,0.995459668020542,60528,REPESA,RIO PARANA ENERGIA S.A.,2015-07-01 00:00:00,2023-01-01 00:00:00,430.3870526612903,0,476.207731608871,0,0,,
225,JUPIA,UHE.PH.SP.001282-3.01,225,JUPIA,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,SP,Operação Normal,Sim,Sim,,1085.84,591.43,1,0.992674958645625,61453,REPESA JUPIA,RIO PARANA ENERGIA S.A.,2000-08-01 00:00:00,2023-01-01 00:00:00,159.5882027405914,0,571.4404016209678,0,0,,
225,JUPIA,UHE.PH.SP.001282-3.01,896144,JUPIA ACL,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,SP,Operação Normal,Sim,Não,,465.36,253.47,1,0.992674958738632,60528,REPESA,RIO PARANA ENERGIA S.A.,2015-07-01 00:00:00,2023-01-01 00:00:00,68.39494407930107,0,244.90302927284947,0,0,,
227,PORTO PRIMAVERA,UHE.PH.SP.002127-0.01,227,PORTO PRIMAVERA,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,SP,Operação Normal,Sim,Não,,1540,886.8,1,0.994767392368491,23,CESP,CESP - COMPANHIA ENERGETICA DE SAO PAULO,2000-08-01 00:00:00,2023-01-01 00:00:00,987.0975984408602,0,855.6488557379032,0,0,,
228,PARAIBUNA,UHE.PH.SP.027122-5.01,228,PARAIBUNA COTAS,I - Programada e Despachada,Não,Hidráulica,Potencial hidráulico,SUDESTE,SP,Operação Normal,Sim,Sim,,87.02,45.2,1,0.997499812041626,41336,CESP PARAIBUNA,CESP - COMPANHIA ENERGETICA DE SAO PAULO,2000-08-01 00:00:00,2023-01-01 00:00:00,23.110654794354836,0,45.09735,0,0,,
229,JAGUARI (CESP),UHE.PH.SP.027131-4.01,229,JAGUARI (FURNAS),I - Programada e Despachada,Não,Hidráulica,Potencial hidráulico,SUDESTE,SP,Operação Normal,Sim,Sim,,27.6,12.7,1,0.959628986452469,24324,FURNAS JAGUARI,FURNAS - CENTRAIS ELETRICAS S.A.,2000-08-01 00:00:00,2023-01-01 00:00:00,1.334798504032258,0,12.610638,0,0,,
230,SAO SIMAO,UHE.PH.GO.002704-9.01,230,SAO SIMAO (S COTAS),I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Sim,,1197,806.05,1,0.99188934637928,72178,UHE SAO SIMAO COTAS,UHE SAO SIMAO ENERGIA S.A.,2000-08-01 00:00:00,2023-01-01 00:00:00,395.1563427446236,0,776.0529724489246,0,0,,
230,SAO SIMAO,UHE.PH.GO.002704-9.01,896708,SAO SIMAO (SIMAO L),I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Não,,513,345.45,1,0.991889346317486,72088,UHE SAO SIMAO,UHE SAO SIMAO ENERGIA S.A.,2015-09-01 00:00:00,2023-01-01 00:00:00,169.35271833870968,0,374.80005661962366,0,0,,
231,TEODOMIRO C SAMPAIO,UHE.PH.MG.027115-2.01,231,TEODOMIRO C SAMPAIO,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Não,,1192,474.8,1,0.959017304729493,1140,CEMIG GERACAO,CEMIG GERACAO E TRANSMISSAO S.A,2000-08-01 00:00:00,2023-01-01 00:00:00,106.28797522849463,0,272.9267870094086,0,0,,
232,NOVA PONTE,UHE.PH.MG.001574-1.01,232,NOVA PONTE,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Não,,510,256.6,1,0.977184165825286,1140,CEMIG GERACAO,CEMIG GERACAO E TRANSMISSAO S.A,2000-08-01 00:00:00,2023-01-01 00:00:00,117.43809019892474,0,147.18336637365593,0,0,,
233,MIRANDA,UHE.PH.MG.001469-9.01,233,MIRANDA (Miranda C),I - Programada e Despachada,Não,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Sim,,285.6,131.81,1,0.992822946487902,72572,UHE MIRANDA COTAS,COMPANHIA ENERGETICA MIRANDA,2000-08-01 00:00:00,2023-01-01 00:00:00,99.12143194489248,0,130.855612,0,0,,
233,MIRANDA,UHE.PH.MG.001469-9.01,911136,MIRANDA (Miranda L),I - Programada e Despachada,Não,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Não,,122.4,56.49,1,0.992822946926288,72071,UHE MIRANDA,COMPANHIA ENERGETICA MIRANDA,2017-11-01 00:00:00,2023-01-01 00:00:00,42.48061372043011,0,56.095329,0,0,,
234,JAGUARA,UHE.PH.SP.001225-4.01,234,JAGUARA (Jaguara C),I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Sim,,296.8,226.8,1,0.989779119084421,72571,UHE JAGUARA COTAS,COMPANHIA ENERGETICA JAGUARA,2000-08-01 00:00:00,2023-01-01 00:00:00,179.07714907930108,0,217.20476999193548,0,0,,
234,JAGUARA,UHE.PH.SP.001225-4.01,911174,JAGUARA (Jaguara L),I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Não,,127.2,97.2,1,0.989779118986404,72073,UHE JAGUARA,COMPANHIA ENERGETICA JAGUARA,2017-11-01 00:00:00,2023-01-01 00:00:00,76.74734961290322,0,93.11417591129033,0,0,,
235,TRES MARIAS,UHE.PH.MG.027113-6.01,235,TRES MARIAS,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Sim,,277.2,158.97,1,0.970892868076985,61749,CEMIG GERA TRES MARIAS,CEMIG GERACAO TRES MARIAS S.A.,2000-08-01 00:00:00,2023-01-01 00:00:00,184.10009509946238,0,153.43675541129033,0,0,,
235,TRES MARIAS,UHE.PH.MG.027113-6.01,895861,TRES MARIAS ACL,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Não,,118.8,68.13,1,0.970892867831263,67603,CEMIG GERA TRES MARIAS CONV,CEMIG GERACAO TRES MARIAS S.A.,2015-07-01 00:00:00,2023-01-01 00:00:00,78.900040797043,0,0,0,0,,
236,V GRANDE (ENEL),UHE.PH.SP.003045-7.01,236,VOLTA GRANDE (COTAS),I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Sim,,266,153.37,1,0.995759899368649,72179,VOLTA GRANDE COTAS,ENEL GREEN POWER VOLTA GRANDE S.A.,2000-08-01 00:00:00,2023-01-01 00:00:00,133.62028421639783,0,148.16907446774195,0,0,,
236,V GRANDE (ENEL),UHE.PH.SP.003045-7.01,907911,V GRANDE ACL,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Sim,,114,65.73,1,0.995759899295155,71975,VOLTA GRANDE,ENEL GREEN POWER VOLTA GRANDE S.A.,2017-02-24 00:00:00,2023-01-01 00:00:00,57.26583611827957,0,63.601810286290316,0,0,,
237,SALTO GRANDE (CEMIG),UHE.PH.MG.027210-8.01,237,SALTO GRANDE (CEMIG),I - Programada e Despachada,Não,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Sim,,71.4,51.66,1,0.980559126081856,61713,CEMIG GERA SALTO GRANDE,CEMIG GERACAO SALTO GRANDE S.A.,2000-08-01 00:00:00,2023-01-01 00:00:00,54.106915669354834,0,51.16100599999999,0,0,,
237,SALTO GRANDE (CEMIG),UHE.PH.MG.027210-8.01,895745,SALTO GRANDE ACL,I - Programada e Despachada,Não,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Não,,30.6,22.14,1,0.980559127381017,67596,CEMIG GERA SALTO GRANDE CONV,CEMIG GERACAO SALTO GRANDE S.A.,2015-07-01 00:00:00,2023-01-01 00:00:00,23.188678193548384,0,0,0,0,,
238,ITUTINGA,UHE.PH.MG.001197-5.01,238,ITUTINGA,I - Programada e Despachada,Não,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Sim,,36.4,18.62,1,0.989383435815657,61715,CEMIG GERA ITUTINGA,CEMIG GERACAO ITUTINGA S.A.,2000-08-01 00:00:00,2023-01-01 00:00:00,30.47362184139785,0,18.306610000000003,0,0,,
238,ITUTINGA,UHE.PH.MG.001197-5.01,895781,ITUTINGA ACL,I - Programada e Despachada,Não,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Não,,15.6,7.98,1,0.989383437405827,67620,CEMIG GERA ITUTINGA CONV,CEMIG GERACAO ITUTINGA S.A.,2015-07-01 00:00:00,2023-01-01 00:00:00,13.060123688172045,0,3.922845,0,0,,
239,CAMARGOS,UHE.PH.MG.000608-4.01,239,CAMARGOS,I - Programada e Despachada,Não,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Sim,,32.2,15.12,1,0.988595002786469,61714,CEMIG GERA CAMARGOS,CEMIG GERACAO CAMARGOS S.A.,2000-08-01 00:00:00,2023-01-01 00:00:00,25.018628938172043,0,14.901949,0,0,,
239,CAMARGOS,UHE.PH.MG.000608-4.01,895761,CAMARGOS ACL,I - Programada e Despachada,Não,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Não,,13.8,6.48,1,0.988595004848044,68526,CEMIG GERA CAMARGOS CONV,CEMIG GERACAO CAMARGOS S.A.,2015-07-01 00:00:00,2023-01-01 00:00:00,10.722269583333333,0,3.1932750000000003,0,0,,
240,GUILMAN-AMORIM,UHE.PH.MG.001079-0.01,240,GUILMAN-AMORIM-BMP,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Não,,71.4,33.15,1,0.988967206027347,1857,BMP JF GUILMAN,ARCELORMITTAL BRASIL S.A.,2000-08-01 03:00:00,2023-01-01 00:00:00,61.19432612231183,0,31.86435532123656,0,0,,
240,GUILMAN-AMORIM,UHE.PH.MG.001079-0.01,20008,GUIL. AMOR.-SAMARCO,I - Programada e Despachada,Sim,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Não,,68.6,31.85,1,0.988967206104761,1858,SAMARCOGUILMAN,SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL,2012-05-01 00:00:00,2023-01-01 00:00:00,58.79454865860215,0,30.61477274596774,0,0,,
241,IGARAPAVA,UHE.PH.SP.001098-7.01,894722,IGARAPAVA (CSN),I - Programada e Despachada,Não,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Não,,37.63,22.848,1,0.982475854225484,21174,CSN SIDERURGIC APE,COMPANHIA SIDERURGICA NACIONAL,2015-01-01 00:00:00,2023-01-01 00:00:00,23.249591220430105,0,22.416074,0,0,,
241,IGARAPAVA,UHE.PH.SP.001098-7.01,894723,IGARAPAVA (SPE IGAR),I - Programada e Despachada,Não,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Não,,50.265,30.516,1,0.982475852541923,81352,SPE IGARAPAVA,L.D.R.S.P.E. GERACAO DE ENERGIA E PARTICIPACOES LTDA.,2015-01-01 00:00:00,2023-01-01 00:00:00,31.0523016155914,0,29.939116,0,0,,
241,IGARAPAVA,UHE.PH.SP.001098-7.01,894724,IGARAPAVA (ALIANÇA),I - Programada e Despachada,Não,Hidráulica,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Não,,122.105,74.136,1,0.982475852860055,18854,ALIANCA GERACAO,ALIANCA GERACAO DE ENERGIA S.A.,2015-01-01 00:00:00,2023-01-01 00:00:00,75.43623363037635,0,0,0,0,,
243,FONTES NOVA(A+BC+SC),UHE.PH.RJ.000973-3.01,889778,FONTES NOVA A+BC+SC,I - Programada e Despachada,Não,Hidráulica,Potencial hidráulico,SUDESTE,RJ,Operação Normal,Sim,Não,,131.988,93.9,1,0.800061702179196,1608,LIGHT ENERGIA,LIGHT ENERGIA S.A,2013-01-01 00:00:00,2023-01-01 00:00:00,99.89951217741935,0,56.132928,0,0,,
244,N.PEC+VIG,UHE.PH.RJ.001536-9.01,889779,NILO PEÇANHA+VIGARIO,I - Programada e Despachada,Não,Hidráulica,Potencial hidráulico,SUDESTE,RJ,Operação Normal,Sim,Não,,380.03,321.1,1,0.804643133902582,1608,LIGHT ENERGIA,LIGHT ENERGIA S.A,2013-01-01 00:00:00,2023-01-01 00:00:00,239.10799473924732,0,237.459641,0,0,,
245,PEREIRA PASSOS,UHE.PH.RJ.002043-5.01,245,PEREIRA PASSOS,I - Programada e Despachada,Não,Hidráulica,Potencial hidráulico,SUDESTE,RJ,Operação Normal,Sim,Não,,99.9,46.1,1,0.992276404781823,1608,LIGHT ENERGIA,LIGHT ENERGIA S.A,2000-08-01 00:00:00,2023-01-01 00:00:00,49.756062885752684,0,42.022354,0,0,,
